NOMS HUMAINS,SECOND NOM,TROISIEME NOM,NOMS DRAGONS,COULEUR DRAGON,H/F/O,Id unique,Mort,book_1,book_2,book_3,book_4,book_5,book_6,book_7,book_8,book_9,book_10,book_11,book_12,book_13,book_14,book_15,total_occurrences,,,t1,t2,t3,t4,t5,t6,t7,t8,t9,t10,t11,t12,t13,t14,t15,tot,,
Diatis,,,,,HOMME,430.0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
L’rayl,,,Sorth,brun,HOMME,610.0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
R’limeak,,,Gionth,bleu,HOMME,751.0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Sufur,,,,,HOMME,834.0,,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Chomas,,,,,HOMME,387.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Joanson,,,,,HOMME,576.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Kizan,,,,,HOMME,603.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
L’sur,,,,,HOMME,611.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Marcator,,,,,HOMME,659.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Shulse,,,,,HOMME,817.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
T’lan,,,,brun,HOMME,842.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
T’sen,,,,,HOMME,851.0,,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,4,,,,,,,,,,,,,,,,,,,,
Petan,,,,,HOMME,733.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Riller,,,,,HOMME,771.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Ronchin,,,,,HOMME,776.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Sparling,,,,,HOMME,827.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Tippel,,,,,HOMME,881.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Warlow,,,,,HOMME,929.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Zewe,,,,,HOMME,937.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,,,,,,,,,,,,,,,,,,,,
Laradian,,,,,HOMME,619.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,,,
Laradian,,,,,HOMME,620.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,,,
Sousmal,,,,,HOMME,826.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,3,,,,,,,,,,,,,,,,,,,,
Deegan,,,,,HOMME,426.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,,,
L’zan,,,,,HOMME,614.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,3,,,,,,,,,,,,,,,,,,,,
Facenden,,,,,HOMME,460.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,3,,,,,,,,,,,,,,,,,,,,
Kaljan,,,,,HOMME,591.0,,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,3,,,,,,,,,,,,,,,,,,,,
G’nag,,,Nelanth,bleu,HOMME,498.0,,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Bristol,,,,,HOMME,356.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Brodo,,,,,HOMME,357.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Creline,,,,,HOMME,404.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Falawny,,,,,HOMME,461.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Jez,,,,,HOMME,572.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Lesselden,,,,,HOMME,629.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Marlifin,,,,,HOMME,662.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Pragal,,,,,HOMME,747.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Rasa,,,,,HOMME,763.0,,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Ferfar,,,,,HOMME,475.0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Gardrow,,,,,HOMME,512.0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Osemore,,,,,HOMME,710.0,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
G’drel,,,Dirianth,bronze,HOMME,496.0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Gabin,,,,,HOMME,503.0,,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Ch’mon,,,Helith,bronze,HOMME,379.0,True,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Clagesh,,,,,HOMME,392.0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Turvine,Turving,,,,HOMME,903.0,,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Brookie,,,,,HOMME,359.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Canell,,,,,HOMME,376.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
F’tol,,,,,HOMME,459.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Farley,,,,,HOMME,465.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Lesnour,,,,,HOMME,628.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Morin,,,,,HOMME,678.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
T’red,,,,,HOMME,849.0,,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Aleki,,,,,HOMME,273.0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Parren,,,,,HOMME,721.0,,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Becky,Nielsen,,,,HOMME,314.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Chichis-Fusi,,,,,HOMME,384.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Jivan,,,,,HOMME,575.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Mick,,,,,HOMME,673.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Nielsen,,,,,HOMME,697.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Pat,Hempenstall,,,,HOMME,722.0,,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,,,,,,,,,,,,,,,,,,,,
Nip,,,,,HOMME,699.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,
Possil,,,,,HOMME,746.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,
Torjus,,,,,HOMME,887.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2,,,,,,,,,,,,,,,,,,,,
Calewis,,,,,HOMME,371.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Gayton,,,,,HOMME,516.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Grevil,,,,,HOMME,529.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
H’nalt,,,,,HOMME,535.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Halefor,,,,,HOMME,537.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Losacot,,,,,HOMME,635.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Silton,,,,,HOMME,821.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Tosikin,,,,,HOMME,893.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Vandentine,,,,,HOMME,912.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,,,,,,,,,,,,,,,,,,,,
Olos,,,,,HOMME,708.0,,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,
Batunon,,,,,HOMME,313.0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,
Idoralan,,,,,HOMME,551.0,,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,2,,,,,,,,,,,,,,,,,,,,
Kern,,,,,HOMME,597.0,,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,2,,,,,,,,,,,,,,,,,,,,
Feldon,,,,,HOMME,470.0,,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
C’tarel,,,,,HOMME,365.0,,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gram,,,,,HOMME,528.0,,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Pellomar,,,,vert,HOMME,729.0,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Banger,,,,,HOMME,304.0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Naton,,,,,HOMME,692.0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
T’kil,,,,,HOMME,839.0,,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Brahil,,,,,HOMME,343.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Emsor,,,,,HOMME,443.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gorazde,,,,,HOMME,525.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Kinsale,,,,,HOMME,600.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Lear,,,,,HOMME,624.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Murfytwen,,,,,HOMME,684.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
R’yar,,,,,HOMME,753.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Tesner,,,,,HOMME,868.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Tinamon,,,,,HOMME,879.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Torlin,,,,,HOMME,888.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Valden,,,,,HOMME,910.0,,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Birsan,,,,,HOMME,330.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Brever,,,,,HOMME,350.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Eddik,,,,,HOMME,440.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gabred,,,,,HOMME,504.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gardillon,,,,,HOMME,510.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Medaman,,,,,HOMME,667.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
T’ton,,,Fidranth,bronze,HOMME,854.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Tawkin,,,,,HOMME,863.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Torsten,,,,,HOMME,891.0,,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gaby,,,,,HOMME,505.0,,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Barly,,,,,HOMME,307.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
C’vert,,,,,HOMME,367.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Dangel,,,,,HOMME,419.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Dannell,,,,,HOMME,420.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Fitatric,,,,,HOMME,481.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Genjon,,,,,HOMME,520.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Gorby,,,,,HOMME,526.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
P’nine,,,Ixth,bronze,HOMME,714.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Quitrin,,,,,HOMME,749.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
T’lonneg,,,Jalerth,bronze,HOMME,844.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
T’nure,,,Tapeth,vert,HOMME,845.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
T’ragel,,,Keranth,bleu,HOMME,846.0,,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Trume,,,,,HOMME,898.0,True,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Varney,,,,,HOMME,914.0,True,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Briskin,,,,,HOMME,355.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Frenkal,,,,,HOMME,488.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
N’ran,N’nan,,Galath,brun,HOMME,688.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Z’ran,,,,,HOMME,936.0,,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Anskono,,,,,HOMME,282.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Lur,,,,,HOMME,637.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
M’sur,,,,brun,HOMME,648.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Tikini,,,,,HOMME,874.0,,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Athpathis,,,,,HOMME,290.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Bahka,,,,,HOMME,299.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Bob,Jorgensen,,,,HOMME,333.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
René,Mallibeau,,,,HOMME,768.0,,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,
Colmin,,,,,HOMME,399.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Crivelan,Crivellan-aux-doigts-agiles,,,,HOMME,406.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Fromelin,,,,,HOMME,489.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Garrel,,,,,HOMME,514.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Gellim,,,,,HOMME,519.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Hillegel,,,,,HOMME,544.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
K’drin,,,Buleth,brun,HOMME,582.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Niness,,,,,HOMME,698.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Tuvor,,,,,HOMME,904.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,
Ampris,,,,,HOMME,277.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
Federen,,,,,HOMME,469.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
Fondarel,,,,,HOMME,484.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
S’rond,,,,,HOMME,791.0,,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,
Kirnety,,,Fidirth,bronze,HOMME,602.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
T’kull,,,,,HOMME,841.0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,,,,,,,,,,,,,,,,,,,,
Brinaret,,,,,HOMME,354.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Jerrint,,,,,HOMME,569.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Lauley,,,,,HOMME,622.0,,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Farnol,,,,,HOMME,466.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Fesnal,,,,,HOMME,477.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Jerin,,,,,HOMME,567.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Petillo,,,,,HOMME,737.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Rammany,,,,,HOMME,757.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Sefran,,,,,HOMME,803.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Shonagor,,,,,HOMME,816.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Timareen,,,,,HOMME,877.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Viredian,,,,,HOMME,921.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Wansôr,,,,,HOMME,927.0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
D’namal,,,,,HOMME,412.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Tanus,,,,,HOMME,858.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Tranilty,,,,,HOMME,896.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Turlon,,,,,HOMME,902.0,,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
D’nek,,,Zagenth,bronze,HOMME,413.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
L’trel,,,Falgrenth,bleu,HOMME,613.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Raïd,,,,,HOMME,755.0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
L’rad,,,,,HOMME,609.0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Brosil,,,,,HOMME,360.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Dugall,,,,,HOMME,438.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Florist,,,,,HOMME,482.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
G’ranad,,,,,HOMME,500.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Kalem,,,,,HOMME,590.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Morif,,,,,HOMME,676.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Patry,,,,,HOMME,724.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Ricardy,,,,,HOMME,769.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Roblyn,,,,,HOMME,773.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Struan,,,,,HOMME,831.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Wonegal,,,,,HOMME,931.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Yorag,,,,,HOMME,935.0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Anchoran,,,,,HOMME,278.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Armor,,,,,HOMME,285.0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Trelbin,,,,,HOMME,897.0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Baid,,,,,HOMME,300.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Bessel,,,,,HOMME,326.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Filatric,,,,,HOMME,479.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
K’dall,,,Teelarth,bleu,HOMME,580.0,True,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Kylos,,,,,HOMME,606.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
N’gent,,,,,HOMME,685.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
N’men,,,Jelth,bleu,HOMME,686.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
N’mool,,,Bidorth,bronze,HOMME,687.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Rapal,,,,,HOMME,762.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Sch’gall,,,,,HOMME,799.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
Semment,,,,,HOMME,805.0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,
