sentence_id,book,part,chapter,pdf_page,start_pdf_page,end_pdf_page,text,text_lemma
5088,Le Seigneur des Anneaux,,,88,88,90,"Ils ne bougeaient pas, mais la teinte terreuse les avait quittés.","Il ne bouger pas, mais le teinte terreux le avoir quitter."
5089,Le Seigneur des Anneaux,,,88,88,90,Ils paraissaient à présent plongés seulement dans un profond sommeil.,Il paraître à présent plonger seulement dans un profond sommeil.
5090,Le Seigneur des Anneaux,,,88,88,90,"Tom se baissa, ôta son chapeau et pénétra dans la pièce sombre, chantant: Sors donc, vieil Être!","Tom se baisser, ôter son chapeau et pénétrer dans le pièce sombre, chanter: Sors donc, vieux Être!"
5091,Le Seigneur des Anneaux,,,88,88,90,Disparais dans la lumière du soleil!,Disparais dans le lumière de soleil!
5092,Le Seigneur des Anneaux,,,88,88,90,Etiole,Etiole
5093,Le Seigneur des Anneaux,,,88,88,90,-,-
5094,Le Seigneur des Anneaux,,,88,88,90,toi comme la froide brume,toi comme le froid brume
5095,Le Seigneur des Anneaux,,,88,88,90,", comme lès vents qui s'en vont gémissants Dans les terres arides loin au-delà des montagnes!",", comme lès vent qui seen aller gémissant Dans le terre aride loin au-delà un montagne!"
5096,Le Seigneur des Anneaux,,,88,88,90,Ne reviens jamais ici!,Ne revenir jamais ici!
5097,Le Seigneur des Anneaux,,,88,88,90,Laisse vide ton galgal!,Laisse vide ton galgal!
5098,Le Seigneur des Anneaux,,,88,88,90,"Sois perdu et oublié, plus obscur que l'obscurité, Où les portes sont à jamais fermées jusqu'au temps d'un monde meilleur !","Sois perdre et oublier, plus obscur que leobscurité, Où le porte être à jamais fermer jusqueau temps deun monde meilleur !"
5099,Le Seigneur des Anneaux,,,88,88,90,"A ces mots, un cri retentit, et une partie de l'extrémité de la pièce s'écroula avec fracas.","À ce mot, un cri retentir, et un partie de leextrémité de le pièce seécrouler avec fracas."
5100,Le Seigneur des Anneaux,,,88,88,90,"Puis il y eut un long cri traînant qui s'évanouit dans une distance indevinable, et après, ce fut le silence.","Pouvoir il y avoir un long cri traînant qui seévanouir dans un distance indevinable, et après, ce être le silence."
5101,Le Seigneur des Anneaux,,,88,88,90,"- Venez, ami Frodon! dit Tom.","- Venez, ami Frodon! dire Tom."
5102,Le Seigneur des Anneaux,,,88,88,90,Sortons poser nos pieds sur l'herbe propre !,Sortir poser notre pied sur leherbe propre !
5103,Le Seigneur des Anneaux,,,88,88,90,Il faut m'aider à les porter.,Il falloir meaider à le porter.
5104,Le Seigneur des Anneaux,,,88,88,90,"Ils transportèrent Merry, Pippin et Sam au-dehors.","Il transporter Merry, Pippin et Sam au-dehor."
5105,Le Seigneur des Anneaux,,,88,88,90,"En quittant le galgal pour la dernière fois, Frodon crut voir une main coupée s'agiter encore dans un tas de terre éboulée, comme une araignée blessée.","En quitter le galgal pour le dernier fois, Frodon croire voir un main couper seagiter encore dans un tas de terre ébouler, comme un araignée blesser."
5106,Le Seigneur des Anneaux,,,88,88,90,"Tom retourna à l'intérieur, et il y eut beaucoup de coups sourds et un bruit de piétinement.","Tom retourner à leintérieur, et il y avoir beaucoup de coup sourd et un bruit de piétinement."
5107,Le Seigneur des Anneaux,,,88,88,90,"Quand il reparut, il avait les bras chargés d'un grand trésor: Objets d'or, d'argent, de cuivre et de bronze et de nombreuses perles, chaînes et ornements incrustés de pierres précieuses.","Quand il reparaître, il avoir le bras charger deun grand trésor: Objet deor, deargent, de cuivre et de bronze et de nombreux perle, chaîne et ornement incruster de pierre précieux."
5108,Le Seigneur des Anneaux,,,88,88,90,II grimpa sur le galgal vert et déposa-le tout en haut au soleil.,II grimper sur le galgal vert et déposer-le tout en haut au soleil.
5109,Le Seigneur des Anneaux,,,88,88,90,"Il se tint là, chapeau à la main et cheveux au vent, contemplant les trois Hobbits qu'ils avaient étendus sur le dos dans l'herbe à l'ouest du monticule.","Il se tenir là, chapeau à le main et cheveu au vent, contempler le trois Hobbit queil avoir étendu sur le dos dans leherbe à leouest de monticule."
5110,Le Seigneur des Anneaux,,,88,88,90,"Levant sa main droite, il dit d'une voix lente et autoritaire Réveillez-vous maintenant, mes joyeux garçons!","Lever son main droite, il dire deun voix lent et autoritaire Réveillervous maintenant, mon joyeux garçon!"
5111,Le Seigneur des Anneaux,,,88,88,90,Réveillez-vous et entendez mon appel!,Réveillervous et entendre mon appel!
5112,Le Seigneur des Anneaux,,,88,88,90,Que les cœurs et les membres reprennent maintenant leur chaleur!,Que le cœur et le membre reprendre maintenant son chaleur!
5113,Le Seigneur des Anneaux,,,88,88,90,"La pierre froide est tombée, La porte sombre est béante, la main morte est brisée.","Le pierre froid être tomber, Le porte sombre être béant, le main mourir être briser."
5114,Le Seigneur des Anneaux,,,88,88,90,"La Nuit sous la Nuit s'est enfuie, et le Portail est ouvert!","Le Nuit sou le Nuit seêtre enfuir, et le Portail être ouvert!"
5115,Le Seigneur des Anneaux,,,88,88,90,"A la grande joie de Frodon, les Hobbits remuèrent, ils étirèrent leurs bras, se frottèrent les yeux et se relevèrent d'un bond.","À le grand joie de Frodon, le Hobbit remuer, il étirer leur bras, se frotter le oeil et se relever deun bond."
5116,Le Seigneur des Anneaux,,,88,88,90,"Ils regardèrent autour d'eux avec étonnement, d'abord Frodon, puis Tom, debout en pied audessus d'eux sur le sommet du tertre, et enfin eux-mêmes dans leurs minces lambeaux blancs, couronnés et ceinturés d'or pâle et cliquetant d'ornements.","Il regarder autour delui avec étonnement, deabord Frodon, pouvoir Tom, debout en pied audessus delui sur le sommet de tertre, et enfin lui-même dans leur mince lambeau blanc, couronner et ceinturer deor pâle et cliqueter deornement."
5117,Le Seigneur des Anneaux,,,88,88,90,"- Qu'est ce que cela, par tous les mystères?","- Queêtre ce que celer, par tout le mystère?"
5118,Le Seigneur des Anneaux,,,88,88,90,"S'écria Merry, portant la main au bandeau d'or qui avait glissé sur un de ses yeux.","SEécria Merry, porter le main au bandeau deor qui avoir glisser sur un de son oeil."
5119,Le Seigneur des Anneaux,,,88,88,90,"Puis il s'arrêta, une ombre couvrit son visage, et il ferma les yeux:","Pouvoir il searrêter, un ombre couvrir son visage, et il fermer le oeil:"
5120,Le Seigneur des Anneaux,,,88,88,90,- Mais bien sûr!,- Mais bien sûr!
5121,Le Seigneur des Anneaux,,,88,88,90,Je me rappelle!,Je me rappeler!
5122,Le Seigneur des Anneaux,,,88,88,90,Dit-il.,Ditil.
5123,Le Seigneur des Anneaux,,,88,88,90,"Les hommes de Carn Dûm nous sont tombés dessus de nuit, et nous avons été défaits.","Le homme de Carn Dûm nous être tomber dessus de nuit, et nous avoir être défaire."
5124,Le Seigneur des Anneaux,,,88,88,90,Ah!,Ah!
5125,Le Seigneur des Anneaux,,,88,88,90,cette lance dans mon cœur! (Il étreignit sa poitrine.),ce lancer dans mon cœur! (Il étreindre son poitrine.)
5126,Le Seigneur des Anneaux,,,88,88,90,Non!,Non!
5127,Le Seigneur des Anneaux,,,88,88,90,Non!,Non!
5128,Le Seigneur des Anneaux,,,88,88,90,"Dit-il encore, ouvrant les yeux.","Direil encore, ouvrir le oeil."
5129,Le Seigneur des Anneaux,,,88,88,90,Qu'est ce que je raconte?,Queêtre ce que je raconter?
5130,Le Seigneur des Anneaux,,,88,88,90,J'ai rêvé.,JEavoir rêver.
5131,Le Seigneur des Anneaux,,,88,88,90,"Où es-tu parvenu, Frodon?","Où es-tu parvenir, Frodon?"
5132,Le Seigneur des Anneaux,,,88,88,90,"- Je me croyais perdu, dit Frodon, mais je ne désire pas en parler.","- Je me croire perdre, dire Frodon, mais je ne désirer pas en parler."
5133,Le Seigneur des Anneaux,,,88,88,90,Pensons à ce qu'il convient de faire à présent!,Penser à ce queil convier de faire à présent!
5134,Le Seigneur des Anneaux,,,88,88,90,Poursuivons notre route!,Poursuivons notre route!
5135,Le Seigneur des Anneaux,,,88,88,90,"- Attifés comme ça, monsieur?","- Attifés comme cela, Monsieur?"
5136,Le Seigneur des Anneaux,,,88,88,90,Dit Sam.,Dit Sam.
5137,Le Seigneur des Anneaux,,,88,88,90,Où sont mes habits?,Où être mon habit?
5138,Le Seigneur des Anneaux,,,88,88,90,"II jeta sur l'herbe bandeau, ceinture et anneaux, et regarda désespérément alentour, comme s'il espérait trouver son manteau, sa veste, ses culottes et autres vêtements de Hobbits posés à portée de sa main.","II jeter sur leherbe bandeau, ceinture et anneau, et regarder désespérément alentour, comme seil espérer trouver son manteau, son veste, son culotte et autre vêtement de Hobbit poser à portée de son main."
5139,Le Seigneur des Anneaux,,,88,88,90,"- Vous ne retrouverez plus vos habits, dit Tom, sautant à bas du tertre et riant, tandis qu'il dansait autour d'eux dans le soleil.","- Vous ne retrouver plus votre habit, dire Tom, sauter à bas de tertre et riant, tandis queil danser autour delui dans le soleil."
5140,Le Seigneur des Anneaux,,,88,88,90,"On aurait cru qu'il ne s'était rien passé de dangereux ou de terrible et, de fait, comme ils le regardaient et voyaient le joyeux étincellement de ses yeux, l'horreur s'évanouit de leur cœur.","On avoir croire queil ne seêtre rien passer de dangereux ou de terrible et, de fait, comme il le regarder et voir le joyeux étincellement de son oeil, lehorreur seévanouir de son cœur."
5141,Le Seigneur des Anneaux,,,88,88,90,- Que voulez-vous dire?,- Que vouloirvous dire?
5142,Le Seigneur des Anneaux,,,88,88,90,"Demanda Pippin, l'observant, partagé entre la perplexité et l'amusement.","Demander Pippin, leobserver, partager entrer le perplexité et leamusement."
5143,Le Seigneur des Anneaux,,,88,88,90,"Pourquoi pas? Mais Tom toucha la tête, tout en disant","Pourquoi pas? Mais Tom toucher le tête, tout en dire"
5144,Le Seigneur des Anneaux,,,88,88,90,"- Vous vous êtes retrouvés, sortis de l'eau profonde.","- Vous vous être retrouver, sortir de leeau profond."
5145,Le Seigneur des Anneaux,,,88,88,90,"Les vêtements ne représentent qu'une petite perte, quand on échappe à la noyade.","Le vêtement ne représenter queun petit perte, quand on échapper à le noyade."
5146,Le Seigneur des Anneaux,,,88,88,90,"Soyez heureux, mes bons amis, et laissez le chaud soleil vous réchauffer à présent le cœur et les membres!","Soyez heureux, mon bon ami, et laisser le chaud soleil vous réchauffer à présent le cœur et le membre!"
5147,Le Seigneur des Anneaux,,,88,88,90,Jetez ces froids lambeaux!,Jeter ce froid lambeau!
5148,Le Seigneur des Anneaux,,,88,88,90,"Courez nus sur l'herbe, pendant que Tom va à la chasse!","Courir nu sur leherbe, pendant que Tom aller à le chasse!"
5149,Le Seigneur des Anneaux,,,88,88,90,"II bondit sur la pente de la colline, sifflant et criant.","II bondir sur le pente de le colline, siffler et crier."
5150,Le Seigneur des Anneaux,,,88,88,90,"Frodon le suivit des yeux et le vit courir vers le sud, toujours sifflant et criant, le long du creux verdoyant qui séparait leur colline de la suivante.","Frodon le suivre un oeil et le voir courir vers le sud, toujours siffler et crier, le long de creux verdoyant qui séparer son colline de le suivant."
5151,Le Seigneur des Anneaux,,,91,91,91,Le seigneur des anneaux Page 91 sur 91,Le seigneur de anneau Page 91 sur 91
5152,Le Seigneur des Anneaux,,,91,91,91,PREMIERE PARTIE,PREMIERE PARTIE
5153,Le Seigneur des Anneaux,,,91,91,91,La communauté de l'anneau Livre I,Le communauté de leanneau Livre I
5154,Le Seigneur des Anneaux,,,91,91,91,CHAPITRE HUIT,CHAPITRE HUIT
5155,Le Seigneur des Anneaux,,,91,91,91,BROUILLARD,BROUILLARD
5156,Le Seigneur des Anneaux,,,91,91,91,SUR LES HAUT DES GALGALS Ohé!,SUR LE HAUT DE GALGALS Ohé!
5157,Le Seigneur des Anneaux,,,91,91,91,voyons!,voir!
5158,Le Seigneur des Anneaux,,,91,91,91,"Venez, voyons.","Venez, voir."
5159,Le Seigneur des Anneaux,,,91,91,91,Holà!,Holà!
5160,Le Seigneur des Anneaux,,,91,91,91,Où vaquez-vous?,Où vaquervous?
5161,Le Seigneur des Anneaux,,,91,91,91,"En haut, en bas, près ou loin, ici, là ou là-bas?","En haut, en bas, près ou loin, ici, là ou là-bas?"
5162,Le Seigneur des Anneaux,,,91,91,91,"Ouïe fine, Bon nez, Queue vive et Godichon, Paturons blancs, mon petit gars, et toi, mon vieux Gros Balourd!","Ouïe fin, Bon nez, Queue vif et Godichon, Paturon blanc, mon petit gars, et toi, mon vieux Gros Balourd!"
5163,Le Seigneur des Anneaux,,,91,91,91,"Ainsi chantait-il, courant bon train, jetant son chapeau en l'air et le rattrapant, jusqu'au moment où il disparut derrière un repli de terrain, mais pendant quelque temps, ses Ohé, voyons!","Ainsi chanteril, courant bon train, jeter son chapeau en leair et le rattrapant, jusqueau moment où il disparaître derrière un repli de terrain, mais pendant quelque temps, son Ohé, voir!"
5164,Le Seigneur des Anneaux,,,91,91,91,"Ohé, voyons! continuèrent de venir, portés par le vent qui avait passé au sud.","Ohé, voir! continuer de venir, porter par le vent qui avoir passer au sud."
5165,Le Seigneur des Anneaux,,,91,91,91,L'air redevenait très chaud.,LEair redevenir très chaud.
5166,Le Seigneur des Anneaux,,,91,91,91,"Les Hobbits coururent un moment dans l'herbe , comme il leur avait dit.","Le Hobbit courir un moment dans leherbe , comme il son avoir dire."
5167,Le Seigneur des Anneaux,,,91,91,91,"Puis ils s'allongèrent au soleil avec tout le plaisir de gens soudain transportés de l'âpre hiver dans un climat agréable, ou de gens qui, après être restés longtemps malades au lit, s'éveillent un jour en découvrant qu'ils sont inopinément bien et que la journée est de nouveau pleine de promesses.","Pouvoir il seallonger au soleil avec tout le plaisir de gens soudain transporter de leâpre hiver dans un climat agréable, ou de gens qui, après être rester longtemps malade au lit, seéveiller un jour en découvrir queil être inopinément bien et que le journée être de nouveau plein de promesse."
5168,Le Seigneur des Anneaux,,,91,91,91,"Au retour de Tom, ils se sentaient pleins de vigueur (et de faim)","Au retour de Tom, il se sentir plein de vigueur (et de faim)"
5169,Le Seigneur des Anneaux,,,91,91,91,"Il reparut, à commencer par son chapeau, sur l'arête de la colline, et derrière lui venaient en file obéissante six poneys: leurs propres cinq, plus un.","Il reparaître, à commencer par son chapeau, sur learête de le colline, et derrière luire venir en file obéissant six poney: leur propre cinq, plus un."
5170,Le Seigneur des Anneaux,,,91,91,91,"Le dernier était manifestement le vieux Gros balourd: il était plus grand, plus fort, plus gras (et plus vieux) que leurs propres poneys.","Le dernier être manifestement le vieux Gros balourd: il être plus grand, plus fort, plus gras (et plus vieux) que leur propre poney."
5171,Le Seigneur des Anneaux,,,91,91,91,"Merry, à qui appartenaient les autres,","Merry, à qui appartenir le autre,"
5172,Le Seigneur des Anneaux,,,91,91,91,"ne leur avait jamais donné pareils noms, mais ils répondaient aux nouvelles appellations que Tom leur avait assignées pour le restant de leur vie.","ne son avoir jamais donner pareil nom, mais il répondre à nouveau appellation que Tom son avoir assigner pour le restant de son vie."
